% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=976684, Fri Mar 14 06:39:49 2025, <python>{}</python>
1 25 0.4965541039032402 1.000049957920299 207.22034342720855 2.0722034342720855e+02 261.681844044478 359.19169470172534 71.32842242767435   
2 50 0.49331493296724577 1.000049957920299 165.2664436181739 1.6526644361817389e+02 270.99069625318526 470.43971712053093 113.27250361017792   
3 75 0.49025020400829455 1.000049957920299 151.9598482657595 1.5195984826575949e+02 296.10649704216013 422.53657920772133 90.44814317832464   
4 100 0.4873439206922623 1.000049957920299 151.9598482657595 1.9486171445466042e+02 364.1698183264142 505.46314715453417 120.00593486685153   
5 125 0.4845756891166462 1.000049957920299 141.50012845084245 1.4150012845084245e+02 260.81584869949097 384.6268354647697 72.91090995101229   
6 150 0.48192487199133616 1.000049957920299 101.91493533921866 1.0191493533921866e+02 188.73401027847612 370.2004536154233 114.56303258762884   
7 175 0.47937256546410606 1.000049957920299 101.91493533921866 1.4522300569222401e+02 205.30488690356563 408.29469642065254 65.85094497745854   
8 200 0.47692633605352963 1.000049957920299 101.91493533921866 1.5174265358780937e+02 216.57006796048225 370.20581474900195 41.41462611168606   
9 225 0.47455243756638055 1.000049957920299 101.91493533921866 1.4170745719554301e+02 237.95764309819896 499.4953519169185 98.13581783031174   
10 250 0.47226512723165043 1.0024537793778907 101.91493533921866 1.1036536798239725e+02 184.80490353524868 356.27562012967104 73.77668427336596   
11 275 0.47005370620111403 1.0024537793778907 101.91493533921866 1.2372474059605049e+02 167.42816299411524 425.60629181496154 88.12628548337307   
12 300 0.4678969886388466 1.0024537793778907 101.91493533921866 1.1884544746665642e+02 169.58778329916132 351.27491027520847 70.1871204076875   
13 325 0.4658087128939768 1.0024537793778907 101.91493533921866 1.4006166569582422e+02 225.06567620843413 445.8250936103176 117.31550258431906   
14 350 0.4637834825483285 1.0024537793778907 101.91493533921866 1.3046610489854686e+02 195.15129024645907 375.1878062930261 61.05275074140093   
15 375 0.46181825796271286 1.0024537793778907 101.91493533921866 1.0365146126211896e+02 176.14032719668236 412.95090050049004 57.79601225440723   
16 400 0.45991213332339403 1.0024537793778907 94.13148677623391 9.4131486776233913e+01 158.45643694480583 336.10969263157637 66.63784768664613   
17 425 0.45807167807199817 1.0024537793778907 94.13148677623391 1.2627272829408930e+02 168.20149752639583 296.0464829135752 63.47188577939485   
18 450 0.4562681123110892 1.0024537793778907 94.13148677623391 1.4328448768117372e+02 237.9128979826959 580.6312049804944 85.4268222016542   
19 475 0.4545066298501657 1.0030092465404687 94.13148677623391 1.3440176576763668e+02 178.74092552596287 373.88477573578905 50.35918237382316   
20 500 0.45280502599750455 1.0030092465404687 94.13148677623391 1.3566489010840652e+02 175.26435447641245 293.44927394119514 72.46073266538582   
21 525 0.45113488566837195 1.0030092465404687 94.13148677623391 1.4879884265406164e+02 175.42254343333838 275.56261690484337 40.591045414769525   
22 550 0.4495174647747777 1.0030092465404687 80.06735960177528 8.0067359601775280e+01 123.60749490549655 255.7398997896287 39.98670902390651   
23 575 0.4479268969117408 1.0030092465404687 80.06735960177528 1.2243521284056463e+02 172.70877599928448 307.30151916516814 68.08017883139212   
24 600 0.44642612966624934 1.0030092465404687 80.06735960177528 1.1803499990199460e+02 166.35362911943508 361.68010923904257 77.7447343175256   
25 625 0.44495286907823556 1.0030092465404687 80.06735960177528 1.0394372172052698e+02 156.8724537401025 288.55813895957573 33.57215399546752   
26 650 0.44352170452005196 1.0030092465404687 80.06735960177528 1.1611471596298853e+02 185.70843376341676 290.2506031350079 85.5639827280003   
27 675 0.44215129893264044 1.0030092465404687 80.06735960177528 1.3218098691006438e+02 170.0029013366175 268.73023884405234 35.38028269680552   
28 700 0.4408073822647176 1.004029873442205 80.06735960177528 1.2984472436114618e+02 165.65942727787487 230.32650524568848 34.902166680873506   
29 725 0.4394743862894568 1.004029873442205 80.06735960177528 8.3612717187564115e+01 144.33937402187783 232.74597181804108 56.06671814406438   
30 750 0.4381798484788419 1.004029873442205 80.06735960177528 8.6807896363622447e+01 101.71788359470581 212.87785444557886 29.003797564305202   
31 775 0.43692036880162755 1.004029873442205 80.06735960177528 1.4373544869934179e+02 176.65289940197147 255.8800144579248 36.20554781083686   
32 800 0.435694116748267 1.004029873442205 80.06735960177528 1.3251139029873167e+02 163.86340189593386 209.10519441849294 28.37848667104035   
33 825 0.43448051167594415 1.004029873442205 80.06735960177528 1.3754330906443309e+02 168.92460093813244 220.08497530047893 37.418652073503836   
34 850 0.4333044970120911 1.004029873442205 80.06735960177528 1.1682451202630588e+02 145.63445764519676 171.09666743716784 22.97976943021507   
35 875 0.4321407978400333 1.004029873442205 80.06735960177528 1.0171685613297619e+02 132.94283822166958 181.04630880267368 36.95552995087297   
36 900 0.4310115916238771 1.004029873442205 80.06735960177528 9.9236075971349337e+01 134.04896225998382 210.88884898603555 41.67463695861828   
